Pelt tag #,Date of harvest,Sex,Weight (lbs),Location/waterbody,Town,Watershed,HarvestType
973,1/8/2007,F,18,Kelley Brook,West Greenwich,Pawcatuck,Public
974,12/25/2006,M,29,Pasquiset Pond,Charlestown,Pawcatuck,Public
975,1/3/2007,M,28,"tributary of Chipuxet River, Slocum Road",North Kingstown,Pawcatuck,Public
976,1/9/2007,unk,34,"tributary of Chipuxet River, Slocum Road",North Kingstown,Pawcatuck,Public
977,1/11/2007,unk,53,"unnamed wetland, Rockville",Hopkinton,Pawcatuck,Public
978,1/11/2007,F,16,"unnamed wetland, Rockville",Hopkinton,Pawcatuck,Public
979,12/15/2006,M,13,Pasquiset Pond,Charlestown,Pawcatuck,Public
980,12/15/2006,F,12,Pasquiset Pond,Charlestown,Pawcatuck,Public
981,1/9/2007,unk,30,"tributary of Chipuxet River, Slocum Road",North Kingstown,Pawcatuck,Public
982,12/2/2006,M,33,Seldom Seen Farm pond (Evans Road),Glocester,Blackstone,Public
983,11/2/2006,M,36,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
984,11/2/2006,F,39,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
985,11/10/2006,M,33,Clark Pond,Foster,Quinebaug,Public
986,11/10/2006,F,40,Clark Pond,Foster,Quinebaug,Public
987,11/12/2006,F,41,Warwick Sportsmans Club pond,Exeter,Pawcatuck,Public
988,12/4/2006,M ,39,Roaring Brook (Arcadia),Exeter,Pawcatuck,Public
989,12/4/2006,F,43,Roaring Brook (Arcadia),Exeter,Pawcatuck,Public
990,12/30/2006,M,35,Peck Pond (Pulaski),Glocester,Quinebaug,Public
991,12/23/2006,F,46,Wood River (Arcadia),Exeter,Pawcatuck,Public
992,1/11/2007,F,10,Breakheart Brook,West Greenwich,Pawcatuck,Public
993,1/12/2007,M,30,Breakheart Brook,West Greenwich,Pawcatuck,Public
994,1/13/2007,M,52,Breakheart Pond (Arcadia),Exeter,Pawcatuck,Public
995,11/25/2006,M,52,The Resevoir (Chipuxet River),Exeter,Pawcatuck,Public
996,11/26/2006,M,20,The Resevoir (Chipuxet River),Exeter,Pawcatuck,Public
997,11/29/2006,F,40,Queens Fort Brook,Exeter,Pawcatuck,Public
998,7/15/2006,unk,unk,Chepachet River,Burrillville,Blackstone,Public
999,7/15/2006,unk,42,Chepachet River,Burrillville,Blackstone,Public
1000,1/18/2007,unk,unk,Queens River  ,Exeter,Pawcatuck,Public
1001,1/20/2007,unk,44,Queens River,Exeter,Pawcatuck,Public
1002,1/20/2007,unk,46,Queens River,Exeter,Pawcatuck,Public
1003,1/22/2007,unk,unk,Queens River,Exeter,Pawcatuck,Public
1004,1/24/2007,unk,unk,Queens River,Exeter,Pawcatuck,Public
1005,12/10/2006,unk,13,Pawcatuck River (GSMA),South Kingstown,Pawcatuck,Public
1006,12/11/2006,unk,17,Pawcatuck River (GSMA),South Kingstown,Pawcatuck,Public
1007,12/12/2006,unk,24,Pawcatuck River (GSMA),South Kingstown,Pawcatuck,Public
1008,12/13/2006,unk,32,Pawcatuck River (GSMA),South Kingstown,Pawcatuck,Public
1009,1/6/2007,M,42,Cherry Valley Pond,Glocester,Blackstone,Public
1010,1/6/2007,M,38,Cherry Valley Pond,Glocester,Blackstone,Public
1011,1/8/2007,F,36,Cherry Valley Pond,Glocester,Blackstone,Public
1012,1/12/2007,M,30,Cherry Valley Pond,Glocester,Blackstone,Public
1013,1/12/2007,F,25,Cherry Valley Pond,Glocester,Blackstone,Public
1014,1/15/2007,M,15,Cherry Valley Pond,Glocester,Blackstone,Public
1015,12/23/2006,F,31,Carr River (BRMA),West Greenwich,Pawtuxet,Public
1016,12/25/2006,F,14,Carr River (BRMA),West Greenwich,Pawtuxet,Public
1017,12/27/2006,M,24,Capwell Mill Pond (BRMA),West Greenwich,Pawtuxet,Public
1018,12/28/2006,M,41,Capwell Mill Pond (BRMA),West Greenwich,Pawtuxet,Public
1019,1/2/2007,M,33,Carr River (BRMA),West Greenwich,Pawtuxet,Public
1020,1/15/2007,unk,15,Chepachet River,Glocester,Blackstone,Public
1021,1/15/2007,unk,15,Chepachet River,Glocester,Blackstone,Public
1022,1/15/2007,unk,15,Chepachet River,Glocester,Blackstone,Public
1023,1/16/2007,unk,15,Chepachet River,Glocester,Blackstone,Public
1024,1/16/2007,M,55,Chepachet River,Glocester,Blackstone,Public
1025,11/8/2006,M,20,Nooseneck River,West Greenwich,Pawtuxet,Public
1026,2/10/2007,unk,40,Nooseneck River,West Greenwich,Pawtuxet,Public
1027,1/7/2007,F,35,Breakheart Brook,West Greenwich,Pawcatuck,Public
1028,1/15/2007,F,30,Breakheart Brook,West Greenwich,Pawcatuck,Public
1029,1/19/2007,M,35,Breakheart Brook,West Greenwich,Pawcatuck,Public
1030,1/19/2007,M,22,Breakheart Brook,West Greenwich,Pawcatuck,Public
1031,1/29/2007,F,48,Big River (Big River M.A.),West Greenwich,Pawtuxet,Public
1032,1/29/2007,M,20,Big River (Big River M.A.),West Greenwich,Pawtuxet,Public
1033,11/2/2006,F,35,Canochet Pond,Hopkinton,Pawcatuck,Public
1034,11/3/2006,M,37,Canochet Pond,Hopkinton,Pawcatuck,Public
1035,11/7/2006,F,35,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1036,11/28/2006,M,29,Carolina Hatchery,Richmond,Pawcatuck,Public
1037,11/30/2006,F,38,Roaring Brook (Arcadia),Exeter,Pawcatuck,Public
1038,12/5/2006,M,44,Wood River  ,Hopkinton,Pawcatuck,Public
1039,12/6/2006,F,38,Roaring Brook (Arcadia),Exeter,Pawcatuck,Public
1040,12/6/2006,M,12,Wood River,Hopkinton,Pawcatuck,Public
1041,12/7/2006,F,12,Wood River,Hopkinton,Pawcatuck,Public
1042,1/4/2007,F,48,Breakheart Pond (Arcadia),West Greenwich,Pawcatuck,Public
1043,1/5/2007,M,47,Wood River,Hopkinton,Pawcatuck,Public
1044,1/5/2007,F ,42,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1045,1/9/2007,F ,20,Breakheart Pond (Arcadia),West Greenwich,Pawcatuck,Public
1046,1/10/2007,M,26,Breakheart Pond (Arcadia),West Greenwich,Pawcatuck,Public
1047,1/12/2007,F,21,Breakheart Pond (Arcadia),West Greenwich,Pawcatuck,Public
1048,1/17/2007,F,35,Queens River,Richmond,Pawcatuck,Public
1049,2/1/2007,M,19,Wood River,Hopkinton,Pawcatuck,Public
1050,2/3/2007,M,22,Wood River,Hopkinton,Pawcatuck,Public
1051,12/2/2006,M,42,Carbuncle Pond (NFMA),Coventry,Quinebaug,Public
1052,12/8/2006,M,38,Moosup River (NFMA),Coventry,Quinebaug,Public
1053,12/14/2006,M,36,Moosup River (NFMA),Coventry,Quinebaug,Public
1054,12/28/2006,F,18,Carbuncle Pond (NFMA),Coventry,Quinebaug,Public
1055,1/5/2007,M,46,Moosup River (NFMA),Coventry,Quinebaug,Public
1056,1/8/2007,M,32,Moosup River (NFMA),Coventry,Quinebaug,Public
1057,1/15/2007,F,35,Carbuncle Pond (NFMA),Coventry,Quinebaug,Public
1058,1/28/2007,M,44,Round Top Pond (RTMA),Burrillville,Blackstone,Public
1059,2/4/2007,M,36,Round Top Pond (RTMA),Burrillville,Blackstone,Public
1060,2/10/2007,M,42,Round Top Pond (RTMA),Burrillville,Blackstone,Public
1061,2/13/2007,F,33,Round Top Pond (RTMA),Burrillville,Blackstone,Public
1062,12/11/2006,M,43,Pound Road (Chapmans Swamp),Westerly,Pawcatuck,Public
1063,12/11/2006,M,40,Pound Road (Chapmans Swamp),Westerly,Pawcatuck,Public
1064,12/17/2006,F,35,Pound Road (Chapmans Swamp),Westerly,Pawcatuck,Public
1065,12/21/2006,M,41,West Meadow Brook,Foster,Quinebaug,Public
1066,12/28/2006,F,38,Pound Road (Chapmans Swamp),Westerly,Pawcatuck,Public
1067,10/3/2007,F,47,Poquaint Brook (BMA),Charlestown,Pawcatuck,Nuisance
1068,10/3/2007,M,30,Poquaint Brook (BMA),Charlestown,Pawcatuck,Nuisance
1069,10/4/2007,M,32,Poquaint Brook (BMA),Charlestown,Pawcatuck,Nuisance
1070,10/4/2007,F,16,Poquaint Brook (BMA),Charlestown,Pawcatuck,Nuisance
1071,10/23/2007,M,42,Poquaint Brook (BMA),Charlestown,Pawcatuck,Nuisance
1072,11/5/2007,M,unk,Chipuxet River (D'Ambra),Exeter,Pawcatuck,Public
1073,11/20/2007,unk,42,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
1074,11/20/2007,unk,32,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
1075,11/6/2007,M,16,Brushy Brook,Hopkinton,Pawcatuck,Public
1076,11/2/2007,F,12,Canob Pond,Richmond,Pawcatuck,Public
1077,11/2/2007,M,16,Brushy Brook,Hopkinton,Pawcatuck,Public
1078,11/7/2007,F,11,Wood River,Hopkinton,Pawcatuck,Public
1079,11/4/2007,F,44,Brushy Brook,Hopkinton,Pawcatuck,Public
1080,11/4/2007,M,17,Brushy Brook,Hopkinton,Pawcatuck,Public
1081,11/29/2007,F,40,West Meadow Brook,Foster,Quinebaug,Public
1082,11/29/2007,M,42,West Meadow Brook,Foster,Quinebaug,Public
1083,1/2/2008,M,39,Coney Brook,West Greenwich,Pawcatuck,Public
1084,1/2/2008,M,28,Coney Brook,West Greenwich,Pawcatuck,Public
1085,1/19/2008,M,39,"unnamed pond, William Nichols Rd.",West Greenwich,unknown,Public
1086,1/19/2008,F,37,"unnamed pond, William Nichols Rd.",West Greenwich,unknown,Public
1087,1/19/2008,F,26,"unnamed pond, William Nichols Rd.",West Greenwich,unknown,Public
1088,11/19/2007,M,50,Barnes Road (Christavao),Burrillville,Blackstone,Public
1089,11/25/2007,F,40,Barnes Road (Christavao),Burrillville,Blackstone,Public
1090,1/14/2008,M,25,Chepachet River,Glocester,Blackstone,Public
1091,11/15/2007,F,57,James Pond,Exeter,Pawcatuck,Public
1092,11/15/2007,M,32,James Pond,Exeter,Pawcatuck,Public
1093,11/15/2007,M,37,James Pond,Exeter,Pawcatuck,Public
1094,12/15/2007,F,30,James Pond,Exeter,Pawcatuck,Public
1095,12/20/2007,unk,10,James Pond,Exeter,Pawcatuck,Public
1096,12/20/2007,unk,12,James Pond,Exeter,Pawcatuck,Public
1097,1/2/2008,unk,52,Breakheart Pond (AMA),Exeter,Pawcatuck,Public
1098,1/2/2008,unk,10,Breakheart Pond (AMA),Exeter,Pawcatuck,Public
1099,12/21/2007,unk,25,Pawcatuck River,South Kingstown,Pawcatuck,Public
1100,12/23/2007,unk,25,Pawcatuck River,South Kingstown,Pawcatuck,Public
1101,1/7/2008,unk,25,Pawcatuck River,Charlestown,Pawcatuck,Public
1102,11/5/2007,F,38,Brushy Brook,Hopkinton,Pawcatuck,Public
1103,11/9/2007,M,11,Wood River,Hopkinton,Pawcatuck,Public
1104,12/29/2007,M,17,Wood River,Hopkinton,Pawcatuck,Public
1105,12/30/2007,M,18,Wood River,Hopkinton,Pawcatuck,Public
1106,12/30/2007,F,15,Wood River,Hopkinton,Pawcatuck,Public
1107,12/31/2007,F,16,Wood River,Hopkinton,Pawcatuck,Public
1108,1/1/2008,F,16,Wood River,Hopkinton,Pawcatuck,Public
1109,1/2/2008,M,15,Wood River,Hopkinton,Pawcatuck,Public
1110,2/6/2008,F,12,Breakheart Pond (AMA),Exeter,Pawcatuck,Public
1111,2/26/2008,F,34,Barbers Pond,South Kingstown,Pawcatuck,Public
1112,2/27/2008,M,32,Barbers Pond,South Kingstown,Pawcatuck,Public
1113,1/26/2008,M,42,"unnamed pond, Slocum Road",North Kingstown,unknown,Public
1114,1/26/2008,M,21,"unnamed pond, Slocum Road",North Kingstown,unknown,Public
1115,1/27/2008,F,32,"unnamed pond, Slocum Road",North Kingstown,unknown,Public
1116,2/26/2008,F,29,"unnamed pond, Slocum Road",North Kingstown,unknown,Public
1117,2/27/2008,M,32,"unnamed pond, Slocum Road",North Kingstown,unknown,Public
1118,12/15/2007,unk,15,Pasquiset Pond,Charlestown,Pawcatuck,Public
1119,12/17/2007,unk,17,Pasquiset Pond,Charlestown,Pawcatuck,Public
1120,1/12/2008,M,52,Pasquiset Pond,Charlestown,Pawcatuck,Public
1121,2/10/2008,F,35,Pasquiset Pond,Charlestown,Pawcatuck,Public
1123,1/15/2008,M,45,Pasquiset Pond,Charlestown,Pawcatuck,Public
1124,2/6/2008,F,30,Pasquiset Pond,Charlestown,Pawcatuck,Public
1125,2/11/2008,F,35,Pasquiset Pond,Charlestown,Pawcatuck,Public
1126,3/19/2008,unk,30,Diamond Bog (CMA),Richmond,Pawcatuck,Nuisance
1127,3/21/2008,unk,34,Diamond Bog (CMA),Richmond,Pawcatuck,Nuisance
1128,3/27/2008,unk,15,Great Swamp impoundment,South Kingstown,Pawcatuck,Nuisance
1129,4/15/2008,M,32,Underwood Pond (GWMA),Burrillville,Blackstone,Nuisance
1130,4/15/2008,F,35,Underwood Pond (GWMA),Burrillville,Blackstone,Nuisance
1131,10/2/2008,F,31,Browning Mill Pond/Arcadia Hatchery,Exeter,Pawcatuck,Nuisance
1132,12/12/2008,F,39,Wood River,Hopkinton,Pawcatuck,Public
1133,12/17/2008,M,19,Wood River,Hopkinton,Pawcatuck,Public
1134,1/6/2009,F,14,Dolly Pond,Exeter,Pawcatuck,Public
1135,12/17/2008,F,18,Wood River,Hopkinton,Pawcatuck,Public
1136,1/5/2009,F,30,Dolly Pond,Exeter,Pawcatuck,Public
1137,12/7/2008,M,14,Wood River,Hopkinton,Pawcatuck,Public
1138,12/12/2008,F,18,Wood River,Hopkinton,Pawcatuck,Public
1139,1/4/2009,M,26,Dolly Pond,Exeter,Pawcatuck,Public
1140,12/28/2008,M,20,Wood River,Hopkinton,Pawcatuck,Public
1141,12/28/2008,F,22,Wood River,Hopkinton,Pawcatuck,Public
1142,12/30/2008,F,23,Wood River,Hopkinton,Pawcatuck,Public
1143,1/3/2009,F,9,Canochet Brook,Hopkinton,Pawcatuck,Public
1144,11/11/2008,M,44,Buckshorn Brook,Coventry,Quinebaug,Public
1145,11/16/2008,M,26,West Meadow Brook,Foster,Quinebaug,Public
1146,11/16/2008,M,42,Buckshorn Brook,Coventry,Quinebaug,Public
1147,11/30/2008,F,21,Pierce Brook,Coventry,Pawtuxet,Public
1148,12/18/2008,F,20,Pierce Brook,Coventry,Pawtuxet,Public
1149,11/9/2008,F,45,private pond,Coventry,unknown,Public
1150,11/12/2008,F,30,private pond,Coventry,unknown,Public
1151,1/15/2009,F,47,Malbourn Pond,Glocester,Blackstone,Public
1152,1/15/2009,M,40,Malbourn Pond,Glocester,Blackstone,Public
1153,1/22/2009,M,13,Malbourn Pond,Glocester,Blackstone,Public
1154,1/29/2009,F,11,Malbourn Pond,Glocester,Blackstone,Public
1155,2/20/2009,M,10,unnamed wetland-Paris Olney Hopkins Rd. (Paine Brook),Foster,Pawtuxet,Public
1156,2/20/2009,M,10,unnamed wetland-Paris Olney Hopkins Rd. (Paine Brook),Foster,Pawtuxet,Public
1157,2/28/2009,F,11,unnamed wetland-Paris Olney Hopkins Rd. (Paine Brook),Foster,Pawtuxet,Public
1158,11/4/2008,F,20,Richardson Marsh (GWMA),Burrillville,Blackstone,Public
1159,11/4/2008,F,20,Richardson Marsh (GWMA),Burrillville,Blackstone,Public
1160,11/5/2008,M,10,Richardson Marsh (GWMA),Burrillville,Blackstone,Public
1161,11/6/2008,F,45,Richardson Marsh (GWMA),Burrillville,Blackstone,Public
1162,11/9/2008,M,30,Route 101,Foster,Pawtuxet,Public
1163,11/10/2008,M,35,Richardson Marsh (GWMA),Burrillville,Blackstone,Public
1164,11/21/2008,M,15,Chepachet River,Glocester,Blackstone,Public
1165,11/24/2008,F,25,Chepachet River,Glocester,Blackstone,Public
1166,12/4/2008,F,15,Chepachet River,Glocester,Blackstone,Public
1167,12/10/2008,M,25,Chepachet River,Glocester,Blackstone,Public
1168,12/12/2008,M,30,Putnam Pike,Glocester,unknown,Public
1169,12/27/2008,M,15,Barnes Road (Christavao),Burrillville,Blackstone,Public
1170,12/30/2008,F,20,Barnes Road (Christavao),Burrillville,Blackstone,Public
1171,1/10/2009,M,30,Ponaganset River,Foster,Pawtuxet,Public
1172,1/15/2009,F,20,Ponaganset River,Foster,Pawtuxet,Public
1173,2/16/2009,F,13,Dolly Pond,Exeter,Pawcatuck,Public
1174,2/16/2009,M,13,Dolly Pond,Exeter,Pawcatuck,Public
1175,2/16/2009,F,44,Dolly Pond,Exeter,Pawcatuck,Public
1176,2/16/2009,F,43,Dolly Pond,Exeter,Pawcatuck,Public
1177,2/17/2009,M,22,Dolly Pond,Exeter,Pawcatuck,Public
1178,2/20/2009,F,23,Dolly Pond,Exeter,Pawcatuck,Public
1179,2/23/2009,M,40,Dolly Pond,Exeter,Pawcatuck,Public
1180,2/23/2009,F,24,Dolly Pond,Exeter,Pawcatuck,Public
1181,11/10/2008,M,35,James Pond,Exeter,Pawcatuck,Public
1182,11/20/2008,F,15,Breakheart Brook,West Greenwich,Pawcatuck,Public
1183,11/20/2008,M,16,Breakheart Brook,West Greenwich,Pawcatuck,Public
1184,11/22/2008,F,15,Breakheart Brook,West Greenwich,Pawcatuck,Public
1185,12/3/2008,M,40,Breakheart Brook,West Greenwich,Pawcatuck,Public
1186,12/4/2008,M,38,Flat River (AMA),Exeter,Pawcatuck,Public
1187,2/23/2009,M,23,Dolly Pond,Exeter,Pawcatuck,Public
1188,12/5/2008,F,32,Chipuxet River,Exeter,Pawcatuck,Public
1189,12/5/2008,F,19,Chipuxet River,Exeter,Pawcatuck,Public
1190,11/21/2008,M,52,Tippecansett Pond,West Greenwich,Pawtuxet,Public
1191,12/2/2008,unk,23,Buckshorn Brook,Coventry,Quinebaug,Public
1192,3/11/2009,M,19,Great Swamp impoundment,South Kingstown,Pawcatuck,Nuisance
1193,12/7/2008,M,20,Woonasquatucket River,North Smithfield,Woonasquatucket,Public
1194,12/1/2008,M,43,Chapmans Swamp (Pound Rd.),Westerly,Pawcatuck,Public
1195,3/17/2009,M,16,Great Swamp impoundment,South Kingstown,Pawcatuck,Nuisance
1196,12/11/2008,M,43,Branch River,Burrillville,Blackstone,Public
1197,12/14/2008,M,23,Bowdish Reservoir,Glocester,Quinebaug,Public
1198,12/15/2008,F,21,Bowdish Reservoir,Glocester,Quinebaug,Public
1199,12/31/2008,F,39,Tucker Brook,Burrillville,,Public
1200,2/9/2009,M,28,Branch River,Burrillville,Blackstone,Public
1201,4/10/2009,F,31,Great Swamp impoundment,South Kingstown,Pawcatuck,Nuisance
1202,11/30/2008,M,20,Chipuxet River,Exeter,Pawcatuck,Public
1203,12/3/2008,F,30,Chipuxet River,Exeter,Pawcatuck,Public
1204,7/9/2009,unk,unk,off Burdickville Rd. (AMTRAK),Charlestown,Pawcatuck,Nuisance
1205,7/14/2009,unk,unk,off Burdickville Rd. (AMTRAK),Charlestown,Pawcatuck,Nuisance
1206,7/28/2009,unk,unk,Newton's Marsh,Westerly,Pawcatuck,Nuisance
1207,7/30/2009,unk,unk,Newton's Marsh,Westerly,Pawcatuck,Nuisance
1208,9/22/2009,unk,unk,Newtons Marsh,Westerly,Pawcatuck,Nuisance
1209,9/29/2009,unk,unk,Newtons Marsh,Westerly,Pawcatuck,Nuisance
1210,10/1/2009,unk,unk,Newtons Marsh,Westerly,Pawcatuck,Nuisance
1211,11/4/2009,F,44,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
1212,11/8/2009,F,42,Mt. Tom Club marsh,Exeter,Pawcatuck,Public
1213,11/8/2009,M,42,Mt. Tom Club marsh,Exeter,Pawcatuck,Public
1214,11/9/2009,M,20,Mt. Tom Club marsh,Exeter,Pawcatuck,Public
1215,12/3/2009,F,38,Meadow Brook,Richmond,Pawcatuck,Public
1216,12/3/2009,F,45,Barbers Pond,South Kingstown,Pawcatuck,Public
1217,12/8/2009,M,16,Barbers Pond,South Kingstown,Pawcatuck,Public
1218,12/9/2009,F,18,Barbers Pond,South Kingstown,Pawcatuck,Public
1219,12/11/2009,F,18,Barbers Pond,South Kingstown,Pawcatuck,Public
1220,2/8/2010,M,14,Dolly Pond,Exeter,Pawcatuck,Public
1221,1/10/2010,M,41,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
1222,2/15/2010,F,38,Dolly Pond,Exeter,Pawcatuck,Public
1223,2/16/2010,M,26,Dolly Pond,Exeter,Pawcatuck,Public
1224,12/14/2009,M,34,unknown,West Greenwich,unknown,Public
1225,12/14/2009,F,28,unknown,West Greenwich,unknown,Public
1226,11/13/2009,M,37,Buckshorn Brook,Coventry,Quinebaug,Public
1227,11/15/2009,F,39,Buckshorn Brook,Coventry,Quinebaug,Public
1228,2/22/2010,F,15,Breakheart Pond,West Greenwich,Pawcatuck,Public
1229,2/23/2010,F,15,Breakheart Pond,West Greenwich,Pawcatuck,Public
1230,2/24/2010,M,15,Breakheart Pond,West Greenwich,Pawcatuck,Public
1231,2/1/2010,M,32,Woonasquatucket River,Smithfield,Woonasquatucket,Public
1232,12/3/2004,M,12,Barbers Pond,South Kingstown,Pawcatuck,Public
1232,3/8/2010,M,38,Great Swamp impoundment,South Kingstown,Pawcatuck,Nuisance
1233,1/17/2010,F,50,Chipuxet River,Exeter,Pawcatuck,Public
1234,12/2/2009,M,49,Carr River,West Greenwich,Pawtuxet,Public
1235,12/2/2009,F,28,Carr River,West Greenwich,Pawtuxet,Public
1236,12/3/2009,M,17,Carr River,West Greenwich,Pawtuxet,Public
1237,11/22/2009,F,35,Ponagansett River,Foster,Pawtuxet,Public
1238,11/22/2009,M,32,Ponagansett River,Foster,Pawtuxet,Public
1239,11/29/2009,M,36,Cherry Valley Pond,Glocester,Blackstone,Public
1240,11/29/2009,M,52,Cherry Valley Pond,Glocester,Blackstone,Public
1241,11/29/2009,M,35,Ponagansett River,Foster,Pawtuxet,Public
1242,12/6/2009,F,18,Shippee Sawmill Pond,Foster,Pawtuxet,Public
1243,12/13/2009,M,37,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1244,12/20/2009,F,32,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
1245,12/27/2009,M,42,Brandy Brook (Durfee Hill MA),Glocester,Quinebaug,Public
1246,1/17/2010,F,19,Brandy Brook (Durfee Hill MA),Glocester,Quinebaug,Public
1247,11/16/2010,unk,unk,Homestead Gardens,North Smithfield,Blackstone,Public
1248,11/16/2010,unk,unk,Homestead Gardens,North Smithfield,Blackstone,Public
1249,11/16/2010,unk,unk,Homestead Gardens,North Smithfield,Blackstone,Public
1250,11/16/2010,unk,unk,Homestead Gardens,North Smithfield,Blackstone,Public
1251,11/16/2010,unk,unk,Homestead Gardens,North Smithfield,Blackstone,Public
1252,11/17/2010,unk,unk,Homestead Gardens,North Smithfield,Blackstone,Public
1253,12/3/2010,M,28,Meadow Brook (Carolina),Richmond,Pawcatuck,Public
1254,12/5/2010,M,24,White Brook (Carolina),Richmond,Pawcatuck,Public
1255,12/5/2010,M,54,Canochet Brook,Hopkinton,Pawcatuck,Public
1256,11/4/2010,F,41,Canochet Brook,Hopkinton,Pawcatuck,Public
1257,2/18/2011,F,40,Moscow Pond,Hopkinton,Pawcatuck,Public
1258,12/4/2010,F,16,White Brook (Carolina),Richmond,Pawcatuck,Public
1259,11/6/2010,F,45,Barbers Pond,South Kingstown,Pawcatuck,Public
1260,11/9/2010,M,38,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1261,12/5/2010,F,26,White Brook (Carolina),Richmond,Pawcatuck,Public
1262,12/9/2004,M,36,Mount Tom Marsh (Woody Hill Brook),Exeter,Pawcatuck,Public
1262,12/4/2010,M,18,White Brook (Carolina),Richmond,Pawcatuck,Public
1263,11/5/2010,F,30,Barbers Pond,South Kingstown,Pawcatuck,Public
1264,11/20/2010,M,unk,Beaver River,Richmond,Pawcatuck,Public
1265,11/20/2010,F,unk,Beaver River,Richmond,Pawcatuck,Public
1266,3/1/2005,M,35,Chickasheen Brook (Cottrell),South Kingstown,Pawcatuck,Public
1266,12/4/2010,unk,unk,Nooseneck River,West Greenwich,Pawtuxet,Public
1267,3/1/2005,F,30,Chickasheen Brook (Cottrell),South Kingstown,Pawcatuck,Public
1267,11/10/2010,unk,46,Moosup Valley Road ,Foster,Quinebaug,Public
1268,11/10/2010,unk,38,Buckshorn Brook,Coventry,Quinebaug,Public
1269,11/14/2010,unk,38,Buckshorn Brook,Coventry,Quinebaug,Public
1270,11/20/2010,unk,32,Buckshorn Brook,Coventry,Quinebaug,Public
1271,11/21/2010,unk,45,Buckshorn Brook,Coventry,Quinebaug,Public
1272,11/29/2010,unk,26,Buckshorn Brook,Coventry,Quinebaug,Public
1273,12/15/2010,M,31,Wood River (Arcadia),Exeter,Pawcatuck,Public
1274,12/16/2010,F,30,Wood River (Arcadia),Exeter,Pawcatuck,Public
1275,5/10/2010,unk,unk,Sindelar (Jackson Schoolhouse Road),Burrillville,Blackstone,Nuisance
1276,1/10/2011,F,54,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1277,2/20/2011,M,19,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1278,2/20/2011,M,20,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1279,2/21/2011,M,21,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1280,2/21/2011,M,21,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1281,2/21/2011,M,22,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Public
1282,12/5/2010,M,35,Pawcatuck River,South Kingstown,Pawcatuck,Public
1283,12/12/2010,M,35,Pawcatuck River,South Kingstown,Pawcatuck,Public
1284,11/5/2010,F,30,Hannah Brook,Glocester,Pawtuxet,Public
1285,11/20/2004,M,38,Hannah Brook (Bucci),Glocester,Pawtuxet,Public
1285,11/9/2010,unk,10,Cherry Valley Pond,Glocester,Blackstone,Public
1286,11/20/2004,M,12,Hannah Brook (Bucci),Glocester,Pawtuxet,Public
1286,11/25/2010,unk,25,Route 102,Burrillville,unknown,Public
1287,12/5/2010,unk,25,Route 44,Glocester,unknown,Public
1288,12/21/2010,M,50,unknown,West Greenwich,unknown,Public
1289,2/27/2005,unk,20,Chipuxet River,Exeter,Pawcatuck,Nuisance
1289,12/20/2010,F,41,unknown,West Greenwich,unknown,Public
1290,12/23/2010,M,50,Pawtuxet River,Scituate,Pawtuxet,Public
1291,12/23/2010,M,49,Pawtuxet River,Scituate,Pawtuxet,Public
1292,12/23/2010,F,43,Pawtuxet River,Scituate,Pawtuxet,Public
1293,12/2/2010,M,50,unknown,Coventry,unknown,Public
1294,10/1/2010,M,38,Frenchtown Brook,East Greenwich,Hunt,Nuisance
1295,10/1/2010,F,43,Frenchtown Brook,East Greenwich,Hunt,Nuisance
1296,12/5/2010,M,15,Arcadia Mgt. Area,Richmond,Pawcatuck,Public
1297,11/18/2010,M,15,Moscow Pond,Hopkinton,Pawcatuck,Public
1298,11/27/2010,M,36,Wood River  ,Richmond,Pawcatuck,Public
1299,11/18/2010,M,45,Burnt Swamp Brook,Cumberland,Blackstone,Public
1300,3/11/2011,F,43,Round Top Brook,Burrillville,Blackstone,Public
1301,3/13/2011,M,12,Round Top Brook,Burrillville,Blackstone,Public
1302,3/13/2011,F,38,Round Top Brook,Burrillville,Blackstone,Public
1303,1/3/2011,M,40,Pasquisett Brook,Charlestown,Pawcatuck,Public
1304,1/3/2011,F,18,Pasquisett Brook,Charlestown,Pawcatuck,Public
1305,1/6/2011,M,35,Pasquisett Brook,Charlestown,Pawcatuck,Public
1306,1/7/2011,M,35,Pasquisett Brook,Charlestown,Pawcatuck,Public
