Pelt tag #,Date of harvest,Sex,Weight (lbs),Location/waterbody,Town,Watershed,HarvestType
2027,2/27/2018,F,13,unknown,Exeter,unknown,Public
2028,2/22/2018,F,28,Moosup River,Foster,Quinebaug,Public
2029,2/22/2018,F,16,Moosup River,Foster,Quinebaug,Public
2030,2/24/2018,M,42,Moosup River,Foster,Quinebaug,Public
2031,2/25/2018,M,42,Bowdish Reservoir,Glocester,Quinebaug,Public
2032,2/25/2018,F,39,Dolly Cole Brook,Foster,Pawtuxet,Public
2033,2/26/2018,M,42,Dolly Cole Brook,Foster,Pawtuxet,Public
2034,2/27/2018,F,36,Bowdish Reservoir,Glocester,Quinebaug,Public
2035,2/27/2018,M,29,Moosup River,Foster,Quinebaug,Public
2036,2/27/2018,M,19,Dolly Cole Brook,Foster,Pawtuxet,Public
2037,2/28/2018,M,20,Moosup River,Foster,Quinebaug,Public
2038,3/1/2018,F,16,Dolly Cole Brook,Foster,Pawtuxet,Public
2039,3/1/2018,M,32,Dolly Cole Brook,Foster,Pawtuxet,Public
2040,3/2/2018,F,12,Dolly Cole Brook,Foster,Pawtuxet,Public
2041,3/1/2018,unk,35,Chipuxet River,North Kingstown,Pawcatuck,Public
2042,3/2/2018,unk,35,Chipuxet River,North Kingstown,Pawcatuck,Public
2043,3/4/2018,unk,45,Chipuxet River,North Kingstown,Pawcatuck,Public
2044,3/4/2018,unk,40,Chipuxet River,North Kingstown,Pawcatuck,Public
2045,3/7/2018,unk,45,Chipuxet River,North Kingstown,Pawcatuck,Public
2046,3/11/2018,unk,30,Chipuxet River,North Kingstown,Pawcatuck,Public
2047,3/12/2018,unk,25,Chipuxet River,North Kingstown,Pawcatuck,Public
2048,11/15/2017,F,38,Boone Lake,Exeter,Pawcatuck,Public
2049,11/16/2017,M,41,Boone Lake,Exeter,Pawcatuck,Public
2050,11/17/2017,M,28,Boone Lake,Exeter,Pawcatuck,Public
2051,11/17/2017,unk,15,Boone Lake,Exeter,Pawcatuck,Public
2052,11/18/2017,unk,15,Boone Lake,Exeter,Pawcatuck,Public
2053,11/18/2017,unk,15,Boone Lake,Exeter,Pawcatuck,Public
2054,11/19/2017,unk,15,Boone Lake,Exeter,Pawcatuck,Public
2055,11/19/2017,unk,15,Boone Lake,Exeter,Pawcatuck,Public
2056,2/6/2018,M,40,Lake Aldersgate,Glocester,Pawtuxet,Public
2057,2/10/2018,F,43,Lake Aldersgate,Glocester,Pawtuxet,Public
2058,2/17/2018,M,36,Shippee Brook,Foster,Pawtuxet,Public
2059,2/17/2018,F,31,Shippee Brook,Foster,Pawtuxet,Public
2060,2/17/2018,F,26,Pine Orchard Road (Shingle Mill Pond),Glocester,Blackstone,Public
2061,2/18/2018,M ,34,Ponagansett River,Foster,Pawtuxet,Public
2062,2/20/2018,F,39,Dolly Cole Brook,Foster,Pawtuxet,Public
2063,2/21/2018,F,37,Ponagansett River,Foster,Pawtuxet,Public
2064,2/22/2018,M ,36,Ponagansett River,Foster,Pawtuxet,Public
2065,2/22/2018,F,24,Ponagansett River,Foster,Pawtuxet,Public
2066,2/23/2018,M,42,Peck Pond,Glocester,Quinebaug,Public
2067,3/1/2018,M,37,Route 101,Foster,Pawtuxet,Public
2068,3/1/2018,F,22,Moscow Pond,Hopkinton,Pawcatuck,Public
2069,11/10/2017,M,28,unknown,Foster,unknown,Public
2070,11/11/2017,F,32,Old Plainfield Pike,Foster,Pawtuxet,Public
2071,11/12/2017,M,35,Wallum Lake,Burrillville,Blackstone,Public
2072,11/13/2017,F,33,Wallum Lake,Burrillville,Blackstone,Public
2073,12/1/2004,M,54,Paine Brook,Foster,Pawtuxet,Public
2073,12/10/2017,F,15,Ponagansett Reservoir,Glocester,Pawtuxet,Public
2074,12/1/2004,F,42,Paine Brook,Foster,Pawtuxet,Public
2074,12/15/2017,F,22,Ponagansett Reservoir,Glocester,Pawtuxet,Public
2075,3/5/2018,M,u,Peck Pond,Glocester,Quinebaug,Public
2076,2/10/2018,M,17,Shippee Brook,Foster,Pawtuxet,Public
2077,2/10/2018,M,19,Shippee Brook,Foster,Pawtuxet,Public
2078,11/16/2017,F,46,Burnt Swamp Brook,Cumberland,Blackstone,Public
2079,11/19/2017,M,48,Burnt Swamp Brook,Cumberland,Blackstone,Public
2080,11/20/2017,F,15,Burnt Swamp Brook,Cumberland,Blackstone,Public
2081,11/21/2017,M,16,Burnt Swamp Brook,Cumberland,Blackstone,Public
2082,12/6/2017,F,38,Tarkiln Brook (Evans Road),Glocester,Blackstone,Public
2083,12/7/2017,M,48,Tarkiln Brook (Evans Road),Glocester,Blackstone,Public
2084,2/23/2018,F,14,Peck Pond,Glocester,Quinebaug,Public
2085,2/23/2018,F,38,Peck Pond,Glocester,Quinebaug,Public
2086,2/27/2018,F,15,Round Top Brook,Burrillville,Blackstone,Public
2087,2/27/2018,M,30,Round Top Brook,Burrillville,Blackstone,Public
2088,1/3/2018,M,36,Breakheart Pond,Exeter,Pawcatuck,Public
2089,1/5/2018,F,41,Tarbox Pond,West Greenwich,Pawtuxet,Public
2090,2/18/2005,F,23,Romanoff's Pond,Richmond,Pawcatuck,Public
2090,1/5/2018,M,36,Roaring Brook,Richmond,Pawcatuck,Public
2091,1/7/2018,M,16,Breakheart Pond,Exeter,Pawcatuck,Public
2092,1/8/2018,M,8,Tarbox Pond,West Greenwich,Pawtuxet,Public
2093,1/9/2018,M,16,Breakheart Pond,Exeter,Pawcatuck,Public
2094,1/13/2018,M,20,Breakheart Pond,Exeter,Pawcatuck,Public
2095,1/25/2018,F,32,Tillinghast Pond,West Greenwich,Pawtuxet,Public
2096,1/25/2018,F,14,Tillinghast Pond,West Greenwich,Pawtuxet,Public
2097,1/25/2018,M,12,Tillinghast Pond,West Greenwich,Pawtuxet,Public
2098,1/29/2018,F,10,Tillinghast Pond,West Greenwich,Pawtuxet,Public
2099,3/14/2018,F,48,Long Brook,Cumberland,Blackstone,Public
2100,1/23/2018,F,35,Blackstone River,North Smithfield,Blackstone,Public
2101,2/5/2018,F,40,Blackstone River,North Smithfield,Blackstone,Public
2102,12/18/2017,M,35,Pasquiset Pond,Charlestown,Pawcatuck,Public
2103,12/18/2017,F,35,Pasquiset Pond,Charlestown,Pawcatuck,Public
2104,2/20/2018,F,40,Grist Mill Pond,Richmond,Pawcatuck,Public
2105,2/21/2018,F,35,Grist Mill Pond,Richmond,Pawcatuck,Public
2106,4/10/2018,F,45,Long Brook,Cumberland,Blackstone,Public
2107,4/10/2018,F,18,Long Brook,Cumberland,Blackstone,Public
2108,5/7/2018,M,39,Burnt Swamp Brook,Cumberland,Blackstone,Public
2109,12/4/2018,M,44,Woody Hill Mgt. Area impoundment,Westerly,Pawcatuck,Public
2110,11/5/2018,F,57,unknown location,Smithfield,unknown,Public
2111,11/7/2018,M,60,unknown location,Smithfield,unknown,Public
2112,11/18/2018,M,30,Lake Bel Air,North Smithfield,Blackstone,Public
2113,11/23/2018,M,28,Lake Bel Air,North Smithfield,Blackstone,Public
2114,11/2/2018,F,37,Wood River,Hopkinton,Pawcatuck,Public
2115,11/5/2018,F,40,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2116,11/11/2018,M,15,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2117,11/12/2018,F,43,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2118,11/13/2018,F,15,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2119,11/17/2018,F,15,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2120,12/31/2018,M,17,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2121,12/8/2018,M,48,Crow Brook,Coventry,Quinebaug,Public
2122,12/8/2018,F,34,Crow Brook,Coventry,Quinebaug,Public
2123,12/24/2018,M,15,Carr River (New London Tpk),West Greenwich,Pawtuxet,Public
2124,12/24/2018,F,14,Carr River (New London Tpk),West Greenwich,Pawtuxet,Public
2125,12/24/2018,M,15,Carr River (New London Tpk),West Greenwich,Pawtuxet,Public
2126,12/25/2018,unk,16,Carr River (New London Tpk),West Greenwich,Pawtuxet,Public
2127,12/7/2018,M,42,Moosup River,Foster,Quinebaug,Public
2128,12/7/2018,F,33,Moosup River,Foster,Quinebaug,Public
2129,12/12/2018,F,17,unknown location,West Greenwich,unknown,Public
2130,12/12/2018,F,14,unknown location,West Greenwich,unknown,Public
2131,12/12/2018,M,33,Moosup River,Foster,Quinebaug,Public
2132,12/15/2018,F,46,unknown location,West Greenwich,unknown,Public
2133,12/15/2018,F,34,Dolly Cole Brook,Foster,Pawtuxet,Public
2134,12/17/2018,M,43,unknown location,West Greenwich,unknown,Public
2135,12/11/2018,M,30,Round Top Pond,Burrillville,Blackstone,Public
2136,1/10/2019,F,50,Meadowbrook Pond,Richmond,Pawcatuck,Public
2137,1/11/2019,M,42,Meadowbrook Pond,Richmond,Pawcatuck,Public
2138,1/12/2019,F,23,Meadowbrook Pond,Richmond,Pawcatuck,Public
2139,1/18/2019,F,39,Pawcatuck River,Richmond,Pawcatuck,Public
2140,1/22/2019,unk,32,Pawcatuck River,Richmond,Pawcatuck,Public
2141,2/4/2019,unk,22,Pawcatuck River,Richmond,Pawcatuck,Public
2142,12/4/2018,unk,55,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
2143,12/4/2018,unk,33,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
2144,12/9/2018,unk,50,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
2145,1/13/2019,M,32,Mowry Meadow (Killingly M.A.),Glocester,Quinebaug,Public
2146,11/2/2018,F,33,unknown location,Richmond,unknown,Public
2147,11/3/2018,F,28,unknown location,Richmond,unknown,Public
2148,3/3/2019,F,35,unknown location,Richmond,unknown,Public
2149,11/2/2018,F,35,Canochet Brook,Hopkinton,Pawcatuck,Public
2150,11/2/2018,F,45,Canochet Brook,Hopkinton,Pawcatuck,Public
2151,11/3/2018,F,29,Canochet Brook,Hopkinton,Pawcatuck,Public
2152,12/1/2018,F,15,Locustville Pond,Hopkinton,Pawcatuck,Public
2153,12/2/2018,F,19,Moscow Pond,Hopkinton,Pawcatuck,Public
2154,2/9/2019,M,42,Wood River,Hopkinton,Pawcatuck,Public
2155,,unk,u,unknown location,unknown,unknown,Public
2156,2/9/2019,M,42,Wood River,Hopkinton,Pawcatuck,Public
2157,12/22/2018,M,20,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2158,12/28/2018,F,36,Cherry Valley Pond,Glocester,Blackstone,Public
2159,12/29/2018,M,30,Cherry Valley Pond,Glocester,Blackstone,Public
2160,1/9/2019,M,22,Cherry Valley Pond,Glocester,Blackstone,Public
2161,11/4/2018,M,27,Sindelar (Jackson Schoolhouse Road),Burrillville,Blackstone,Public
2162,11/4/2018,F,34,Sindelar (Jackson Schoolhouse Road),Burrillville,Blackstone,Public
2163,11/5/2018,M,52,Absalona Hill Road,Glocester,Blackstone,Public
2164,11/7/2018,F,47,Absalona Hill Road,Glocester,Blackstone,Public
2165,11/9/2018,F,36,Absalona Hill Road,Glocester,Blackstone,Public
2166,11/9/2018,F,35,Absalona Hill Road,Glocester,Blackstone,Public
2167,11/10/2018,M,15,Absalona Hill Road,Glocester,Blackstone,Public
2168,11/11/2018,M,18,Absalona Hill Road,Glocester,Blackstone,Public
2169,11/11/2018,F,16,Absalona Hill Road,Glocester,Blackstone,Public
2170,11/15/2018,F,22,Absalona Hill Road,Glocester,Blackstone,Public
2171,11/17/2018,M,35,Absalona Hill Road,Glocester,Blackstone,Public
2172,11/21/2018,F,42,Stone Dam Pond,Glocester,Blackstone,Public
2173,11/23/2018,M,38,Stone Dam Pond,Glocester,Blackstone,Public
2174,12/1/2018,M,48,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2175,12/3/2018,F,42,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2176,12/4/2018,F,36,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2177,12/5/2018,M,39,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2178,12/5/2018,M,18,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2179,12/10/2018,F,17,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2180,12/15/2018,M,17,South Killingly Road (Clark Pond),Foster,Quinebaug,Public
2181,12/12/2018,F,56,Nipmuc Road,Scituate,Pawtuxet,Public
2182,12/12/2018,M,48,Nipmuc Road,Scituate,Pawtuxet,Public
2183,12/13/2018,M,42,Nipmuc Road,Scituate,Pawtuxet,Public
2184,12/13/2018,M,28,Nipmuc Road,Scituate,Pawtuxet,Public
2185,12/15/2018,F,26,Nipmuc Road,Scituate,Pawtuxet,Public
2186,12/17/2018,M,28,Nipmuc Road,Scituate,Pawtuxet,Public
2187,12/18/2018,F,16,Nipmuc Road,Scituate,Pawtuxet,Public
2188,12/24/2018,M,15,Nipmuc Road,Scituate,Pawtuxet,Public
2189,12/27/2018,F,16,Nipmuc Road,Scituate,Pawtuxet,Public
2190,1/2/2019,F,18,Nipmuc Road,Scituate,Pawtuxet,Public
2191,1/5/2019,M,14,Nipmuc Road,Scituate,Pawtuxet,Public
2192,1/7/2019,M,28,Barden Reservoir,Foster,Pawtuxet,Public
2193,1/9/2019,F,41,Barden Reservoir,Foster,Pawtuxet,Public
2194,1/9/2019,M,32,Barden Reservoir,Foster,Pawtuxet,Public
2195,1/10/2019,M,27,Barden Reservoir,Foster,Pawtuxet,Public
2196,1/10/2019,F,18,Barden Reservoir,Foster,Pawtuxet,Public
2197,1/15/2019,M,17,Barden Reservoir,Foster,Pawtuxet,Public
2198,1/15/2019,M,17,Barden Reservoir,Foster,Pawtuxet,Public
2199,12/8/2018,M,34,Burlingame Reservoir (Durfee Hill MA),Glocester,Blackstone,Public
2200,2/11/2019,M,43,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
2201,2/11/2019,F,36,Killingly Pond,Glocester,Quinebaug,Public
2202,2/22/2019,M,23,Wickaboxet Mgt. Area,West Greenwich,Pawcatuck,Public
2203,2/23/2019,F,29,Wickaboxet Mgt. Area,West Greenwich,Pawcatuck,Public
2204,12/1/2018,M,20,Maple Root Pond,Coventry,Pawtuxet,Public
2205,12/11/2018,M,42,Crow Brook,Coventry,Quinebaug,Public
2206,2/1/2019,F,19,Moscow Pond,Hopkinton,Pawcatuck,Public
2207,12/11/2004,M,47,Mishnock River,Coventry,Pawtuxet,Public
2207,11/9/2018,M,48,Highland Office Park pond,Woonsocket,Blackstone,Public
2208,12/12/2004,M,32,Mishnock River,Coventry,Pawtuxet,Public
2208,11/9/2018,F,47,Highland Office Park pond,Woonsocket,Blackstone,Public
2209,11/10/2018,F,23,Highland Office Park pond,Woonsocket,Blackstone,Public
2210,11/10/2018,F,23,Highland Office Park pond,Woonsocket,Blackstone,Public
2211,11/10/2018,M,23,Highland Office Park pond,Woonsocket,Blackstone,Public
2212,12/3/2018,F,35,Seldom Seen Farm pond (Evans Road),Glocester,Blackstone,Public
2213,12/4/2018,M,39,Seldom Seen Farm pond (Evans Road),Glocester,Blackstone,Public
2214,2/27/2019,F,24,Round Top Pond,Burrillville,Blackstone,Public
2215,2/28/2019,F,24,Round Top Pond,Burrillville,Blackstone,Public
2216,6/10/2019,unk,unk,Diamond Bog,Richmond,Pawcatuck,Public
2217,11/30/2019,F,50,Blackstone River,Lincoln,Blackstone,Public
2218,12/1/2019,M,55,Blackstone River,Lincoln,Blackstone,Public
2219,11/7/2019,F,27,Moosup Valley Road,Foster,Quinebaug,Public
2220,11/11/2019,M,37,"Moosup River, Foster C.C.",Foster,Quinebaug,Public
2221,11/12/2019,F,48,"Moosup River, Foster C.C.",Foster,Quinebaug,Public
2222,11/12/2019,M,30,Centracchio,Scituate,Pawtuxet,Public
2223,11/18/2019,F,12,"Moosup River, Foster C.C.",Foster,Quinebaug,Public
2224,11/20/2019,F,13,"Moosup River, Foster C.C.",Foster,Quinebaug,Public
2225,11/29/2019,M,13,Salisbury Road,Foster,Pawtuxet,Public
2226,12/4/2019,M,15,Wood River (Arcadia),Exeter,Pawcatuck,Public
2227,11/2/2019,M,32,Ashaway RV Park (Route 216),Hopkinon,Pawcatuck,Public
2228,11/3/2019,F,34,Ashaway RV Park (Route 216),Hopkinon,Pawcatuck,Public
2229,11/8/2019,F,25,Tomaquag Brook,Hopkinon,Pawcatuck,Public
2230,11/20/2019,M,10,Tomaquag Brook,Hopkinon,Pawcatuck,Public
2231,1/4/2020,unk,38,Tomaquag Brook,Hopkinon,Pawcatuck,Public
2232,1/5/2020,unk,37,Wood River ,Hopkinon,Pawcatuck,Public
2233,1/14/2020,unk,50,Wood River,Hopkinon,Pawcatuck,Public
2234,1/14/2020,unk,12,Tomaquag Brook,Hopkinon,Pawcatuck,Public
2235,11/2/2019,F,36,Pawcatuck River,Charlestown,Pawcatuck,Public
2236,11/2/2019,F,44,Pawcatuck River,Charlestown,Pawcatuck,Public
2237,11/2/2019,F,35,Moscow Brook,Hopkinon,Pawcatuck,Public
2238,11/11/2019,F,31,Woody Hill Brook,Exeter,Pawcatuck,Public
2239,11/11/2019,M,34,Woody Hill Brook,Exeter,Pawcatuck,Public
2240,1/6/2020,F,47,Metcalf Estate,Exeter,Pawcatuck,Public
2241,12/7/2019,F,15,Moscow Brook,Hopkinon,Pawcatuck,Public
2242,12/18/2019,F,15,Moscow Brook,Hopkinon,Pawcatuck,Public
2243,2/6/2020,F,18,Moscow Brook,Hopkinon,Pawcatuck,Public
2244,2/6/2020,F,29,White Brook,Richmond,Pawcatuck,Public
2245,2/10/2020,F,30,Woody Hill Brook,Exeter,Pawcatuck,Public
2246,2/10/2020,M,28,Woody Hill Brook,Exeter,Pawcatuck,Public
2247,11/16/2019,M,50,Parmenter Brook,Hopkinon,Pawcatuck,Public
2248,11/17/2019,F,43,Parmenter Brook,Hopkinon,Pawcatuck,Public
2249,11/17/2019,F,24,Parmenter Brook,Hopkinon,Pawcatuck,Public
2250,11/2/2019,M,40,Spring Lake,Burrillville,Blackstone,Public
2251,11/2/2019,M,10,Spring Lake,Burrillville,Blackstone,Public
2252,11/3/2019,F,17,Spring Lake,Burrillville,Blackstone,Public
2253,11/5/2019,F,47,Spring Lake,Burrillville,Blackstone,Public
2254,11/5/2019,M,15,Spring Lake,Burrillville,Blackstone,Public
2255,1/29/2020,M,12,Beaver River,Richmond,Pawcatuck,Public
2256,1/29/2020,F,13,Beaver River,Richmond,Pawcatuck,Public
2257,2/3/2020,F,13,Beaver River,Richmond,Pawcatuck,Public
2258,2/15/2020,M,28,Wood River,Hopkinon,Pawcatuck,Public
2259,3/4/2020,F,30,Moonshine Swamp,Richmond,Pawcatuck,Public
2260,11/2/2004,F,37,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
2260,3/4/2020,M,33,Moonshine Swamp,Richmond,Pawcatuck,Public
2261,11/2/2004,F,15,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
2261,2/29/2020,M,50,Meadow Brook,Richmond,Pawcatuck,Public
2262,11/3/2004,F,15,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
2262,12/2/2019,unk,u,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
2263,11/3/2004,M,41,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
2263,12/3/2019,unk,u,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
2264,11/3/2004,M,14,New London Turnpike (Beaver River),Richmond,Pawcatuck,Public
2264,12/4/2019,unk,u,Killingly Management Area,Glocester,Quinebaug,Public
2265,12/23/2019,unk,u,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
2266,12/2/2019,unk,u,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
2267,12/28/2019,unk,35,Killingly Management Area,Glocester,Quinebaug,Public
2268,12/30/2019,unk,20,Killingly Management Area,Glocester,Quinebaug,Public
2269,1/1/2020,unk,20,Killingly Management Area,Glocester,Quinebaug,Public
2270,1/5/2020,unk,45,Durfee Hill marsh (Durfee Hill M.A.),Glocester,Quinebaug,Public
2271,1/26/2020,M,45,Killingly Management Area,Glocester,Quinebaug,Public
2272,1/27/2020,F,38,Explorer Drive,North Kingstown,Pawcatuck,Public
2273,1/29/2020,M,34,Explorer Drive,North Kingstown,Pawcatuck,Public
2274,1/31/2020,M,36,Explorer Drive,North Kingstown,Pawcatuck,Public
2275,2/7/2020,F,32,Explorer Drive,North Kingstown,Pawcatuck,Public
2276,11/4/2019,F,41,4001 Diamond Hill Road,Cumberland,Blackstone,Public
2277,1/25/2020,M,40,Hallville Pond,Exeter,Pawcatuck,Public
2278,1/28/2020,M,25,Hallville Pond,Exeter,Pawcatuck,Public
2279,1/30/2020,F,30,Hallville Pond,Exeter,Pawcatuck,Public
2280,1/31/2020,F,40,Chpuxet River,Exeter,Pawcatuck,Public
2281,2/1/2020,M,30,Chpuxet River,Exeter,Pawcatuck,Public
2282,2/4/2020,M,30,Locke Brook,Exeter,Pawcatuck,Public
2283,2/4/2020,F,30,Locke Brook,Exeter,Pawcatuck,Public
2284,3/12/2020,unk,32,Canob Pond,Richmond,Pawcatuck,Public
2285,2/17/2020,M,40,Stillwater Reservoir,Smithfield,Woonasquatucket,Public
2286,3/11/2020,F,29,Woody Hill Brook,Exeter,Pawcatuck,Public
2287,12/24/2019,M,44,Wakefield Pond,Burrillville,Quinebaug,Public
2288,1/2/2020,M,34,Buck Hill impoundment,Burrillville,Blackstone,Public
2289,1/7/2020,M,26,Buck Hill impoundment,Burrillville,Blackstone,Public
2290,2/4/2020,F,34,Buck Hill impoundment,Burrillville,Blackstone,Public
2291,2/8/2020,F,29,Buck Hill impoundment,Burrillville,Blackstone,Public
2292,2/18/2020,F,44,Winsor Brook,Foster,Pawtuxet,Public
2293,2/19/2020,M,35,Winsor Brook,Foster,Pawtuxet,Public
2294,3/4/2020,M,18,Dolly Cole Brook,Foster,Pawtuxet,Public
2295,3/4/2020,F,16,Dolly Cole Brook,Foster,Pawtuxet,Public
2296,3/10/2020,M,33,Dolly Cole Brook,Foster,Pawtuxet,Public
2297,2/12/2020,F,41,Foster Country Club (Moosup River),Foster,Quinebaug,Public
2298,2/14/2020,M,28,Foster Country Club (Moosup River),Foster,Quinebaug,Public
2299,2/27/2020,F,15,Foster Country Club (Moosup River),Foster,Quinebaug,Public
2300,3/12/2020,F,25,Moosup Valley Road,Foster,Quinebaug,Public
2301,3/13/2020,M,45,Moosup Valley Road,Foster,Quinebaug,Public
2302,3/13/2020,F,17,Moosup Valley Road,Foster,Quinebaug,Public
2303,3/14/2020,F,21,Moosup Valley Road,Foster,Quinebaug,Public
2304,3/14/2020,F,24,Moosup Valley Road,Foster,Quinebaug,Public
2305,3/14/2020,M,27,Moosup Valley Road,Foster,Quinebaug,Public
2306,11/15/2019,M,42,Elmdale Road,Glocester,Pawtuxet,Public
2307,11/18/2019,F,46,Elmdale Road,Glocester,Pawtuxet,Public
2308,11/20/2019,F,21,Log Road (Latham Brook),Smithfield,Woonasquatucket,Public
2309,11/21/2019,F,39,Log Road (Latham Brook),Smithfield,Woonasquatucket,Public
2310,11/21/2019,F,42,Old Smithfield Road,North Smithfield,Blackstone,Public
2311,11/25/2019,M,21,Log Road (Latham Brook),Smithfield,Woonasquatucket,Public
2312,12/16/2019,M,40,Old Smithfield Road,North Smithfield,Blackstone,Public
2313,11/26/2019,F,20,Log Road (Latham Brook),Smithfield,Woonasquatucket,Public
2314,1/13/2020,M,23,Log Road (Latham Brook),Smithfield,Woonasquatucket,Public
2315,3/14/2020,M,25,Log Road (Latham Brook),Smithfield,Woonasquatucket,Public
2316,3/14/2020,F,53,Sisson Pond,Coventry,Quinebaug,Public
2317,4/15/2020,F,49,"Rankin Path, Nipsachuck Swamp",North Smithfield,Woonasquatucket,Nuisance
2318,4/15/2020,F,19,"Rankin Path, Nipsachuck Swamp",North Smithfield,Woonasquatucket,Nuisance
2319,4/30/2020,F,38,Evans Road,Glocester,Blackstone,Nuisance
2320,4/30/2020,M,31,Evans Road,Glocester,Blackstone,Nuisance
2321,5/1/2020,M,30,Log Road (Latham Brook),Smithfield,Woonasquatucket,Nuisance
2322,11/29/2019,M,39,Stump Pond (aka Coventry Center Pond),Coventry,Pawtuxet,Public
2323,11/30/2019,M,17,Whaley Brook,Coventry,Pawtuxet,Public
2324,12/1/2019,M,15,Whaley Brook,Coventry,Pawtuxet,Public
2325,1/5/2020,M,44,Whaley Brook,Coventry,Pawtuxet,Public
2326,1/5/2020,F,36,Whaley Brook,Coventry,Pawtuxet,Public
2327,1/5/2020,M,15,Whaley Brook,Coventry,Pawtuxet,Public
2328,11/2/2020,F,42,Great Grass Pond,Coventry,Quinebaug,Public
2329,11/3/2020,F,54,Great Grass Pond,Coventry,Quinebaug,Public
2330,11/3/2020,F,25,Great Grass Pond,Coventry,Quinebaug,Public
2331,11/4/2020,F,14,Great Grass Pond,Coventry,Quinebaug,Public
2332,11/4/2020,F,13,Great Grass Pond,Coventry,Quinebaug,Public
2333,11/5/2020,M,43,Great Grass Pond,Coventry,Quinebaug,Public
2334,11/5/2020,F,29,Roaring Brook,Coventry,Quinebaug,Public
2335,11/7/2020,F,14,Great Grass Pond,Coventry,Quinebaug,Public
2336,11/7/2020,M,48,Great Grass Pond,Coventry,Quinebaug,Public
2337,11/7/2020,M,41,Great Grass Pond,Coventry,Quinebaug,Public
2338,11/8/2020,M,30,Great Grass Pond,Coventry,Quinebaug,Public
2339,11/9/2020,M,30,Great Grass Pond,Coventry,Quinebaug,Public
2340,11/9/2020,F,33,Great Grass Pond,Coventry,Quinebaug,Public
2341,11/14/2020,F,33,Great Grass Pond,Coventry,Quinebaug,Public
2342,11/14/2020,M,47,Roaring Brook,Coventry,Quinebaug,Public
2343,11/15/2020,F,45,Roaring Brook,Coventry,Quinebaug,Public
2344,11/17/2020,F,26,Roaring Brook,Coventry,Quinebaug,Public
2345,11/18/2020,M,14,Great Grass Pond,Coventry,Quinebaug,Public
2346,11/18/2020,F,15,Great Grass Pond,Coventry,Quinebaug,Public
2347,11/18/2020,F,38,Roaring Brook,Coventry,Quinebaug,Public
2348,11/5/2020,F,34,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
2349,11/7/2020,F,39,Old Plainfield Pike,Scituate,Pawtuxet,Public
2350,11/19/2020,F,53,Moosup Valley Road,Foster,Quinebaug,Public
2351,11/19/2020,M,31,Moosup Valley Road,Foster,Quinebaug,Public
2352,11/19/2020,F,35,Moosup Valley Road,Foster,Quinebaug,Public
2353,12/13/2020,M,38,Moosup Valley Road,Foster,Quinebaug,Public
2354,11/24/2020,F,18,unknown,South Kingstown,unknown,Public
2355,11/26/2020,M,43,unknown,South Kingstown,unknown,Public
2356,12/2/2020,F,30,Chipuxet River,South Kingstown,Pawcatuck,Public
2357,12/2/2020,M,33,Chipuxet River,South Kingstown,Pawcatuck,Public
2358,12/2/2020,M,36,Chipuxet River,South Kingstown,Pawcatuck,Public
2359,12/2/2020,F,23,Chipuxet River,South Kingstown,Pawcatuck,Public
2360,12/2/2020,F,38,Chipuxet River,South Kingstown,Pawcatuck,Public
2361,12/2/2020,unk,13,Chipuxet River,South Kingstown,Pawcatuck,Public
2362,12/2/2020,unk,13,Chipuxet River,South Kingstown,Pawcatuck,Public
2363,12/3/2020,M,32,Chipuxet River,South Kingstown,Pawcatuck,Public
2364,12/3/2020,F,38,Chipuxet River,South Kingstown,Pawcatuck,Public
2365,12/3/2020,F,25,Chipuxet River,South Kingstown,Pawcatuck,Public
2366,12/3/2020,unk,11,Chipuxet River,South Kingstown,Pawcatuck,Public
2367,12/3/2020,F,30,Chipuxet River,South Kingstown,Pawcatuck,Public
